point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,543504.6134,6969968.97,56,South,-27.392903784,153.440024540,0.99962336,0.202454
Amity,543500.5832,6969970.694,56,South,-27.392888349,153.439983716,0.99962336,0.202435
Amity,543496.742,6969972.259,56,South,-27.392874342,153.439944810,0.99962335,0.202417
Amity,543468.7424,6969937.323,56,South,-27.393190631,153.439662864,0.99962332,0.202290
Amity,543475.6189,6969944.957,56,South,-27.393121494,153.439732142,0.99962333,0.202321
Amity,543482.072,6969950.583,56,South,-27.393070497,153.439797209,0.99962334,0.202351
Amity,543486.6714,6969956.756,56,South,-27.393014622,153.439843508,0.99962334,0.202371
Amity,543490.639,6969963.041,56,South,-27.392957756,153.439883412,0.99962335,0.202389
Amity,543495.5192,6969970.66,56,South,-27.392888817,153.439932499,0.99962335,0.202412
Amity,543500.246,6969977.147,56,South,-27.392830103,153.439980075,0.99962336,0.202433
Amity,543504.9048,6969983.909,56,South,-27.392768908,153.440026953,0.99962336,0.202454
Amity,543509.6719,6969991.843,56,South,-27.392697129,153.440074885,0.99962337,0.202476
Amity,543514.2445,6969999.343,56,South,-27.392629275,153.440120865,0.99962337,0.202496
Amity,543519.4561,6970004.816,56,South,-27.392579699,153.440173380,0.99962338,0.202520
Amity,543548.2169,6969955.38,56,South,-27.393025080,153.440466040,0.99962341,0.202658
Amity,543545.8066,6969947.043,56,South,-27.393100422,153.440441960,0.99962341,0.202647
Amity,543543.2698,6969942.456,56,South,-27.393141914,153.440416467,0.9996234,0.202636
Amity,543541.6472,6969938.685,56,South,-27.393176010,153.440400190,0.9996234,0.202629
Amity,543539.7279,6969935.476,56,South,-27.393205041,153.440380893,0.9996234,0.202620
Amity,543535.7633,6969931.598,56,South,-27.393240178,153.440340933,0.9996234,0.202602
Amity,543531.0965,6969929.966,56,South,-27.393255060,153.440293790,0.99962339,0.202580
Amity,543524.6023,6969929.172,56,South,-27.393262435,153.440228135,0.99962338,0.202550
Amity,543518.3678,6969928.491,56,South,-27.393268782,153.440165102,0.99962338,0.202521
Amity,543512.7006,6969928.967,56,South,-27.393264666,153.440107765,0.99962337,0.202495
Amity,543505.1828,6969930.323,56,South,-27.393252664,153.440031680,0.99962336,0.202460
Amity,543499.003,6969931.755,56,South,-27.393239933,153.439969125,0.99962336,0.202431
Amity,543492.9772,6969933.809,56,South,-27.393221582,153.439908106,0.99962335,0.202403
Amity,543487.5225,6969934.149,56,South,-27.393218687,153.439852923,0.99962334,0.202377
Amity,543481.7987,6969934.668,56,South,-27.393214184,153.439795013,0.99962334,0.202351
